,Название,Ссылка на продукт,Цена,Фотография,Вес,Время работы,Время зарядки,Длина хода,Емкость батареи,Рабочее напряжение,Модель,Материал,Мощность,Мотор,Производство,Гарантия,Об / мин,source
317,Беспроводная тату машинка - Pen MAST Archer Wireless Battery purple,https://tatu-shop.ru/products/pen-mast-archer-purple,13750,https://i.siteapi.org/Wlo5mMVK7hMqXZtF2lOcdx1fS7Y=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/8fs8o44b2ssok0sk40w0c0o4ccs8ww,189 г,до 8 часов,,"0-4,5 мм",,5-12V,MAST Archer,Алюминий,,Япония 10V-8750 об/мин,,6 месяцев,,tatu-shop
318,Беспроводная тату машинка MICEYA MCY-1003 Wireless Tattoo & PMU Pen Red,https://tatu-shop.ru/products/mcy-1003-pen-red,15990,https://i.siteapi.org/jIQzetYx2FHVpx6WIyVfzzVpz3k=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/er0qk4j6arwok4o84sw4wco8sww8gk,149 г,до 7 часов,,"от 0 до 4,5 мм",,4V-12V,MICEYA MCY-1003,Авиационный алюминий,,Швейцарский двигатель 12000 об/мин,,6 месяцев,,tatu-shop
319,Универсальная роторная тату машинка Skinductor Vertigo 2,https://tatu-shop.ru/products/vertigo-2,15000,https://i.siteapi.org/5qJA8IuKTcoBmw9918uU8F-RNZQ=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/kv9whke3k740s4ocockkk80gg448gg,,,,,,,,,,,,,,tatu-shop
320,Беспроводная роторная тату машинка BRONC Conductor RTM-111 Wireless Pen Red,https://tatu-shop.ru/products/rtm-111-red,10720,https://i.siteapi.org/jghNvENXJ1mQaxkMOQE1UhClRpo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/30qg8rsykim8cs40sk48gko4ckwoss,239 г,от 7 до 9 часов,,от 0 до 4 мм,,"5,5-7,5 V",BRONC Conductor RTM-111 Wireless Pen,Авиационный алюминий,,DC-motor Swiss Motor - Швейцарский двигатель,,6 месяцев,,tatu-shop
321,Беспроводная тату машинка EZ Popu Diva PMU 6 Stroke X 2 Power Shadow,https://tatu-shop.ru/products/ez-popu-diva-shadow-machine-2-power,21480,https://i.siteapi.org/c1lhW_nLnfjgiOwQZyshDVxgXUU=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/40z70xgmhxogo0wgwc44g8sw40840o,550 гр,5 -7 ч,2 ч,"0 - 4,5 мм",1600 mA/ч,4 - 12V,EZ Popu Diva,авиационный алюминий с защитным покрытием,,,EZ Tattoo,6 месяцев,,tatu-shop
322,Беспроводная машинка для татуажа EZ LOLA LIGHT PMU Black,https://tatu-shop.ru/products/lola-light-pmu-black,9890,https://i.siteapi.org/-McIxgOYOKtTtzZp9XoUltWfJP4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/63ouf34qowco8g4wooocg0g4sokc0w,81 гр,3-5 часов,,"0-4,5 мм",800 mA/ч,4-12V,EZ LOLA LIGHT,Авиационный алюминий,,Coreless Motor 12V/10000 об/мин,,6 месяцев,,tatu-shop
323,Беспроводная тату машинка EZ INKIN HOVER FM Dotwork Wireless Tattoo Pen Black,https://tatu-shop.ru/products/inkin-hover-black,10990,https://i.siteapi.org/IfouWUGvjCBPVNWWe6AIsyI9QQ0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/rg5qx80ktz4wo00cg08s4sg8kk044w,226 г,до 5 часов,2 часа,,,5 — 12 V,EZ INKIN HOVER FM Dotwork,Авиационный алюминий,,,EZ Tattoo,6 месяцев,,tatu-shop
324,Роторная тату машинка SOLONG X100 red,https://tatu-shop.ru/products/equaliser---mikron-red,4990,https://i.siteapi.org/TyxA1X17xE-0fFG-80K7P6PHPxQ=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/czmewg31cyogg00gg0o8scg0k884c0,167 гр,,,,,8-12 V,SOLONG X100,авиационный алюминий,,Япония 10V-11000 об/мин,,,,tatu-shop
325,Беспроводная тату машинка DragonHawk L3 Wireless Tattoo Gun 7 Strokes X 2 Power Black,https://tatu-shop.ru/products/dragonhawk-l3-2-power-pen-black,16550,https://i.siteapi.org/Xz86VJmNUpKO_BW-gfo0FnlLohY=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4qhs3gnwhd0k08sgkgcssg84k8os4k,222 гр,до 7 часов,2 часа,,,4-12 V,Dragonhawk L3,Авиационный алюминий с защитным покрытием,,Powerful Motor MCORE 8V / 6500 об/мин,,6 месяцев,,tatu-shop
326,Беспроводная тату машинка Yilong KUSH Strokes 2.4-4.2mm x 2 Power Black,https://tatu-shop.ru/products/kush-black-2power,8990,https://i.siteapi.org/07RAHRAlEwIJ4RfgNrxxCwhwt8c=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/rwwvqwwg42888kkcw0okcgw8gks84w,230 гр,до 5 часов,2 часа,,1800 mA/ч,4-12 V,Yilong KUSH,Авиационный алюминий с защитным покрытием,,Brushless Motor 12V-12000 об/мин,,,,tatu-shop
327,Беспроводная роторная машинка AVA SOULNOVA E3 PERMANENT MAKEUP PEN Champagne,https://tatu-shop.ru/products/soulnova-e3-champagne,9390,https://i.siteapi.org/jkIeG2KpjgGRf5yLCINKsu_Rrtc=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/aoq5s0uc2gw0w8sk0sow08w8gkg08w,105 г,3-7 ч,2 ч,"0 - 3,5 мм",,"4,5 - 11V",SOULNOVA E3 PERMANENT MAKEUP PEN,авиационный алюминий,,,AVA TATTOO MACHINE,,,tatu-shop
328,Беспроводная тату машинка Dragonhawk X8 Tunable Frequency 4mm Stroke Blue,https://tatu-shop.ru/products/dragonhawk-x8-tunable-blue,11800,https://i.siteapi.org/KwojezBum4OZWru6S56mElewu9g=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/b69e1rdcau0cw8so0kscg84c4kk08s,144г,до 3 часов,2 часа,,,,,авиационный алюминий,,Brushless motor - бесщеточный двигатель,,6 месяцев,,tatu-shop
329,Беспроводная роторная тату машинка - Pen Dragon Flux HM-630,https://tatu-shop.ru/products/flux-hm-630,6990,https://i.siteapi.org/k2gWuqsr64G6oMPZvPXq8VNZQcY=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/nmofyx585i8kk0ss00cg8cssss4wk4,210 г,до 6 часов,,"от 0 до 4,5 мм",,5-12 V,Dragon Flux HM-630,Алюминий,,Япония 9V-12000 об/мин,Solong Tattoo,,,tatu-shop
330,Беспроводная тату машинка - Pen Dragonhawk Armor Wireless Rotary pink,https://tatu-shop.ru/products/armor-wireless-rotary-pink,13380,https://i.siteapi.org/QzlRf_xtcLSu7rJk4B8d4mhAMTw=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/f0su2bds55sg8o88wkwo0o88s8wgs8,186 г,до 6 часов,,от 0 до 4,,5-12V,,Алюминий,,Японский мотор,,6 месяцев,,tatu-shop
331,"Беспроводная тату машинка Skinner Innovation PRO 2.0 Stroke 4,5mm Black Matte",https://tatu-shop.ru/products/skinner-pro-v2-4-5-black-matte,25000,https://i.siteapi.org/7NgmgjnSDZOMhT3k4dunKMS2oM0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/3sw39t19f3acccog08w08w84swgogo,200 гр,до 10 часов,,,2000 мАч,5-13V,Skinner Innovation PRO 2,Авиационный алюминий,,Бесколлекторный двигатель 5,Skinner Tattoo,,,tatu-shop
332,Беспроводная тату машинка Big Wasp Meteorix PRO Adjustable Wireless Pen Grey,https://tatu-shop.ru/products/meteorix-pro-grey,12690,https://i.siteapi.org/3tNQxMVJ3a2ujm1TpxhQZ7MPOAg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ipw526irt68skgkswggwck48cw0w08,245 г,до 9 часов,,,,5-11 V,Big Wasp Meteorix PRO Adjustable Wireless Pen,авиационный алюминий,,DC-motor Swiss Motor - Швейцарский двигатель,,6 месяцев,,tatu-shop
333,"Беспроводная тату машинка Cobra Morandi 3,5 Stroke White",https://tatu-shop.ru/products/machine-cobra-morandi-white,9990,https://i.siteapi.org/cwybiO_pdu5voA7c-aDiMDzaaDM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4rj7rl4rl72840wscsswcwok0cwgoo,320 гр,до 7 часов,,,1800 мАч,"4,7-13V",Cobra Morandi,Авиационный алюминий,,,Cobra Tattoo,,,tatu-shop
334,Беспроводная тату машинка BRONC SHORT-X Wireless Pen Army Green,https://tatu-shop.ru/products/short-x-army-green,10580,https://i.siteapi.org/UE-VF6sBHWm4K7IkPhZ6uSZoh28=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/my1063zveu8kskw0g0owk8so08wck0,166 г,до 7 часов,2 часа,"от 0 до 4,5 мм (регулировка вылета осуществляется выкручиванием держателя)",,4-12 V,BRONC SHORT-X,Авиационный алюминий с защитным покрытием,,DC Swiss Motor - 11000 об/мин,,6 месяцев,,tatu-shop
335,Беспроводная тату машинка Dragonhawk Atom2 Stroke 2.8mm X 2Power Gold,https://tatu-shop.ru/products/atom2-2-power-gold,10390,https://i.siteapi.org/UnFkRdI0XgpMSVwH9bWqOCDESOk=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/4vmn5pb1e0e8oos0kkkw4sgsksossw,400 гр,3 часа,,"0-4,0 мм",800 mA/ч,2-12V,Dragonhawk Atom 2,авиационный алюминий,,Coreless Motor 12V/10000 об/мин,,6 месяцев,,tatu-shop
336,Роторная тату машинка AVA GT Mini Black,https://tatu-shop.ru/products/ava-mini-black,5860,https://i.siteapi.org/QZ3m7fN934rQceJFRKBZSykgGY0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/dn80lho2v08wcg4co4oo4g4ws040g4,96 г,,,,,4 - 10 V 11000 об/мин,,авиационный алюминий,,Япония,AVA TATTOO MACHINE,6 месяцев,,tatu-shop
337,Роторная тату машинка Dragon Small-x3 pink,https://tatu-shop.ru/products/small-x3--pink,1945,https://i.siteapi.org/NE6-sIgLI1vwSagXQEUBZTKaDe4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/j3uhdag1krccgs4csswwo88w44ss4k,110 г,,,,,,Dragon Small-x3,,,Тайвань,Yilong Tattoo Supply,,,tatu-shop
338,Беспроводная тату машинка Yilong Y15 Battery Tattoo Pen Green,https://tatu-shop.ru/products/yilong-y-15-green,6990,https://i.siteapi.org/pZEIOGWdZm63IUFhsuY4C8g6H54=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/8mu58lqfuzggwo88s0kgs048cg8kc0,142 г,до 8 часов,,0-4 мм,,4-12V,Yilong Y15,Авиационный алюминий,,Brush Coreless Motor 12V/11000 об,,,,tatu-shop
339,"Роторная тату машинка Pen Rocket II version-1, black",https://tatu-shop.ru/products/pen-rocket-ii-version-1,3450,https://i.siteapi.org/0HEa6HiN3jV5BIyKZaQECNMPt70=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/fom5mgox2og8kccokkk4k88g0o8k8w,140 г,,,,,,,,,Тайвань - 10V 11000rpm,Rocket Tattoo,,,tatu-shop
340,Беспроводная роторная тату машинка Bronc Seraphic Wireless Pen For PMU & Tattoo Grey,https://tatu-shop.ru/products/seraphic-grey,12990,https://i.siteapi.org/1miyb-8CBiIfNhu175NZfRSqmPg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ibgenwkcof4gwgkg8wcc0w80swwc4o,175 г,до 7 часов,,от 0 до 4 мм,,4V-12V,Bronc Seraphic Wireless Pen For PMU & Tattoo,Авиационной алюминий,,Swiss motor - Швейцарский двигатель 11000 об/мин,,6 месяцев,,tatu-shop
341,Роторная тату машинка EZ P4 Mini Gray,https://tatu-shop.ru/products/ezp4-mini-gray,7990,https://i.siteapi.org/8qP6dnbl8AVb3ajIr59ht3OSQ9o=/fit-in/1024x768/center/top/a6596905b2ff451.ru.s.siteapi.org/img/g1jmrmi2voook8kc4sok8wok0sggk4,,,,,,,,,,,,,,tatu-shop
342,Беспроводная тату машинка BRONC Bullet Wireless Pen Black,https://tatu-shop.ru/products/bronc-bullet--black,12760,https://i.siteapi.org/eoRXAJmqVU11veB4jrD0mwiUPno=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/5f0et26dol8go400k0kkgscsgococg,229 г,,,"от 0 до 4,5 мм",,5-11 V,BRONC Bullet,Авиационный алюминий с защитным покрытием,,Швейцарский двигатель мощностью 6W,,6 месяцев,,tatu-shop
343,Беспроводная тату машинка EZ Filter Freedom X 2 Power Silver,https://tatu-shop.ru/products/tattoo-ez-filter-freedom-2power-silver,6660,https://i.siteapi.org/PpQbIQBMTWspbuSMCCV0u6UyuUo=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qzdtigu223kggo8osoogocksogc4s8,200 г,,,"от 0 до 4,5 мм",,6 - 9 V,EZ Filter Freedom,авиационный алюминий,,Coreless Motor,EZ Tattoo,6 месяцев,,tatu-shop
344,Беспроводная тату машинка BRONC V12 MAX Adjustable Wireless Pen 6 Stroke Grey,https://tatu-shop.ru/products/bronc-v12-grey,14990,https://i.siteapi.org/pnEoV621-7HV81N7twCFElyj4gM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/1en35qbcm4zoo088kww8skc440coow,235 г,до 10 часов,,"от 0 до 4,5 мм",,4-12 V,BRONC V12 MAX,Авиационный алюминий,,Швейцарский двигатель 7Вт,,6 месяцев,,tatu-shop
345,Беспроводная машинка для татуажа AVA Soulnova Flora E5 PMU Stroke 2.0-3.2mm Purple,https://tatu-shop.ru/products/soulnova-flora-e5-purple,15380,https://i.siteapi.org/sOq_lD6pbdOkE5bXzCdEbeXX03Y=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qklp82x9u5wc4gg0w00kcg4ogoo4c0,111 г,3-7 часов,2 часа,,,"4,5-12 V",AVA Soulnova Flora E5 PMU,авиационный алюминий,5W,AVA motor - 9000 об/мин,AVA TATTOO MACHINE,6 месяцев,,tatu-shop
346,Беспроводная роторная тату машинка BRONC Conductor RTM-111 Wireless Pen Black,https://tatu-shop.ru/products/rtm-111-black,10720,https://i.siteapi.org/qqxI2O4dbAnDH50Hd57twjHQy40=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/6bt6n75jyqcck8c0os40gsw04w0kkg,239 г,от 7 до 9 часов,,от 0 до 4 мм,,"5,5-7,5 V",BRONC Conductor RTM-111 Wireless Pen,Авиационный алюминий,,DC-motor Swiss Motor - Швейцарский двигатель,,6 месяцев,,tatu-shop
347,Машинка для татуажа WTE Universal Princess 2024 Red & Эксцентрики 2.6 и 3.0мм,https://tatu-shop.ru/products/wte-princess-v4--red,34700,https://i.siteapi.org/JGtTFLzSslzWuzVQf7KqD_g1GNI=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/qb8o65aycr48w44sg04ww08wsg0kws,,,,,,,,,,,,,,tatu-shop
348,Беспроводная тату машинка - MAST Amy With 4MM Stroke Black,https://tatu-shop.ru/products/amy-black,13990,https://i.siteapi.org/f4sc5S52vDqD-fteL6IO9FXh9ZM=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/amm22jlq568sccwgswoc0oo4w4w0oo,115 г,до 3 часов,,0-4 мм,,4-12V,MAST Amy,Алюминий,,Mast Special Edition Coreless Motor 9V/10400 об,,6 месяцев,,tatu-shop
349,Роторная тату машинка Mast P10 Pink,https://tatu-shop.ru/products/mast-p10--pink,6440,https://i.siteapi.org/NIXBRbs-ifdAIykbvEZSaVmOWD0=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/e6zwdb0rndw0sg8so8csgkks4g88ss,117 г,,,,,5 - 8 V 9000 об/мин,,алюминий,3 Ватт,Япония,DragonHawk,6 месяцев,,tatu-shop
350,Беспроводная тату машинка EZ P3 Pro 6 Strokes Matte Black,https://tatu-shop.ru/products/ez--pro-6-strokes-matte-black,12990,https://i.siteapi.org/tUrxZ9AdakQhbtDcfizZKkfeXY8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/5kiaodvkwk08kc840sgoo8s0s84scg,247 г,до 5 часов,2 часа,,,4-12 V,,авиационный алюминий с защитным покрытием,,EZ Customized External Rotor Brushless Motor - 12V/10000 об/мин,,6 месяцев,,tatu-shop
351,Беспроводная тату машинка MAST ARCHER S ULTRA GRAY,https://tatu-shop.ru/products/wireless-tattoo-machine-mast-archer-s-ultra-gray,15960,https://i.siteapi.org/hTm7ciG30WbqVv4bt8jeNBFDBdU=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/89gz9klokw4k8s84csw0w4w800gwc4,169 г,4-8 часов,50 минут,"от 0 до 4,5 мм",,4-12V,MAST Archer S,Авиационный алюминий,,Высокопроизводительный бесщеточный двигатель M-Core,MAST (DragonHawk),6 месяцев,,tatu-shop
352,Беспроводная тату машинка Yilong F3 Adjustable 6 Stroke Black,https://tatu-shop.ru/products/f3-black,16450,https://i.siteapi.org/-7wRTj-i2emF34LP5JOf9DzAx3g=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/67yncdzi1vgg800skcgs88gs00884o,230 г,до 8 часов,2 часа,,,4-12 V,,Авиационный алюминий с защитным покрытием,,Бесщеточный двигатель 12V-10000 об/мин,,,,tatu-shop
353,Беспроводная тату машинка Dragonhawk Fold Pro 7 Strokes Length black,https://tatu-shop.ru/products/fold-pro-7,18760,https://i.siteapi.org/g2xSL3YD0i6mMomQN19Et-gXtu8=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/39r5gz7irqqs0kgwk0o0gsw0g0og0s,199 г,до 5 часов,"1,5 часа",,,5-12 V,,авиационный алюминий,,Coreless motor 8V / 6500 об/мин,,6 месяцев,,tatu-shop
354,Беспроводная тату машинка Mast P60 PMU Stroke 2.2mm-3.2mm X 2Power Purple,https://tatu-shop.ru/products/p60-pmu-purple,16490,https://i.siteapi.org/DuVWYIy_Dxx9UhHIp2G8ceBgAmg=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/gvxr90mtxlsk4kk8884g0c4ccck8ws,121 г,около 3 часов,,"0-3,5 мм",900 mA/ч,4-10V,Mast P60,Авиационный алюминий,,Mast Special Edition Mcore-P 11000 об/мин,,6 месяцев,,tatu-shop
355,Беспроводная тату машинка EZ P3 Pro Lumina 6 Strokes Purple,https://tatu-shop.ru/products/ez-p3-lumina-purple,13330,https://i.siteapi.org/eelmRrB__cZhJ8piPwomaMXmoW4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/ihrjgybvjio80kc8oso0sow4cg0oow,175 г,до 5 часов,2 часа,,1600 mA/ч,4-12 V,EZ P3 Pro Lumina,авиационный алюминий с защитным покрытием,,EZ Customized External Rotor Brushless Motor 12V-10000 об/мин,,6 месяцев,,tatu-shop
356,Роторная тату машинка DragoArt Storm Silver,https://tatu-shop.ru/products/dragoart--storm-silver,2990,https://i.siteapi.org/vKKR9AYuHGfwosKNh7I3NRcW8A4=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/owvr42uofxcgcgcco0w4go04kc04kw,114 г,,,,,6-8V,,авиационный алюминий,,Advanced Customization Motor - 10000 об/мин,DragoArt,,,tatu-shop
357,Роторная машинка для татуажа EZ POPU TH015 Champagne,https://tatu-shop.ru/products/popu-th015-champagne,4240,https://i.siteapi.org/O9OZfMAN8sL26XNWpojPeevy-9A=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/79y9evd3bskcsggs008cko8cgo4owg,66 грамм,,,,,6-8V,EZ POPU TH015,Авиационный алюминий,,Японский двигатель 6000-8000 об/мин,EZ Tattoo,6 месяцев,,tatu-shop
358,Роторная тату машинка Mast Sensor With 4MM Stroke Purple,https://tatu-shop.ru/products/mast-sensor-with-purple,8960,https://i.siteapi.org/ca2B4eEmhKWmE3bXTNl0kotXE1k=/fit-in/1024x768/center/top/s.siteapi.org/a6596905b2ff451.ru/img/i872ujkjsfco0oow40g0ww088s08o0,133 г,,,,,6-10V,,авиационный алюминий,,Mcore Бесщеточный 12V 10000 об/мин,DragonHawk,6 месяцев,,tatu-shop
